Name_number,Name_submitted,Overall_score,Name_matched,Name_matched_rank,Name_score,Name_matched_author,Name_matched_url,Author_matched,Author_score,Family_matched,Family_score,Name_matched_accepted_family,Genus_matched,Genus_score,Specific_epithet_matched,Specific_epithet_score,Infraspecific_rank,Infraspecific_epithet_matched,Infraspecific_epithet_score,Infraspecific_rank_2,Infraspecific_epithet_2_matched,Infraspecific_epithet_2_score,Annotations,Unmatched_terms,Taxonomic_status,Accepted_name,Accepted_name_author,Accepted_name_rank,Accepted_name_url,Accepted_name_species,Accepted_name_family,Selected,Source,Warnings,Accepted_name_lsid
1677,rhamnidium elaeocarpum,1,Rhamnidium elaeocarpum,species,1,Reissek,http://www.theplantlist.org/tpl1.1/record/tro-27500008;http://www.tropicos.org/Name/27500008,,,,,Rhamnaceae,Rhamnidium,1,elaeocarpum,1,,,,,,,,,Accepted,Rhamnidium elaeocarpum,Reissek,species,http://www.theplantlist.org/tpl1.1/record/tro-27500008;http://www.tropicos.org/Name/27500008,Rhamnidium elaeocarpum,Rhamnaceae,TRUE,tpl;tropicos, ,
1678,jacaratia spinosa,1,Jacaratia spinosa,species,1,(Aubl.) A.DC.,http://www.theplantlist.org/tpl1.1/record/kew-2870238,,,,,Caricaceae,Jacaratia,1,spinosa,1,,,,,,,,,Accepted,Jacaratia spinosa,(Aubl.) A.DC.,species,http://www.theplantlist.org/tpl1.1/record/kew-2870238,Jacaratia spinosa,Caricaceae,TRUE,tpl, ,
1678,jacaratia spinosa,1,Jacaratia spinosa,species,1,(Aubl.) A. DC.,http://www.tropicos.org/Name/6100046,,,,,Caricaceae,Jacaratia,1,spinosa,1,,,,,,,,,Accepted,Jacaratia spinosa,(Aubl.) A. DC.,species,http://www.tropicos.org/Name/6100046,Jacaratia spinosa,Caricaceae,FALSE,tropicos, ,
1679,malanea sp.,0.9,Malanea,genus,1,,http://www.theplantlist.org/tpl1.1/search?q=Malanea,,,,,Rubiaceae,Malanea,1,,,,,,,,,,sp.,Accepted,Malanea,,genus,http://www.theplantlist.org/tpl1.1/search?q=Malanea,,Rubiaceae,TRUE,tpl, ,
1679,malanea sp.,0.9,Malanea,genus,1,Aubl.,http://www.tropicos.org/Name/40012623,,,,,Rubiaceae,Malanea,1,,,,,,,,,,sp.,Accepted,Malanea,Aubl.,genus,http://www.tropicos.org/Name/40012623,,Rubiaceae,FALSE,tropicos, ,
1680,piper cavendishioides,1,Piper cavendishioides,species,1,Trel. & Yunck.,http://www.theplantlist.org/tpl1.1/record/tro-50007608;http://www.tropicos.org/Name/50007608,,,,,Piperaceae,Piper,1,cavendishioides,1,,,,,,,,,Accepted,Piper cavendishioides,Trel. & Yunck.,species,http://www.theplantlist.org/tpl1.1/record/tro-50007608;http://www.tropicos.org/Name/50007608,Piper cavendishioides,Piperaceae,TRUE,tpl;tropicos, ,
1681,eupatorium parasitica,0.97,Eupatorium parasiticum,species,0.97,Klatt,http://dixon.iplantcollaborative.org/CompositaeWeb/default.aspx?Page=NameDetails&TabNum=0&NameId=F420D15B-5029-4C1A-BC49-ED86AD28389A,,,,,Asteraceae,Eupatorium,1,parasiticum,0.82,,,,,,,,,Synonym,Neomirandea parasitica,(Klatt) R.M.King & H.Rob.,species,http://dixon.iplantcollaborative.org/CompositaeWeb/default.aspx?Page=NameDetails&TabNum=0&NameId=F327E1A8-B1E9-4F8A-B47E-FE3FA20DED2B,Neomirandea parasitica,Asteraceae,TRUE,gcc, ,urn:lsid:compositae.org:names:F327E1A8-B1E9-4F8A-B47E-FE3FA20DED2B
1681,eupatorium parasitica,0.97,Eupatorium parasiticum,species,0.97,Klatt,http://www.tropicos.org/Name/2705972,,,,,Asteraceae,Eupatorium,1,parasiticum,0.82,,,,,,,,,Synonym,Neomirandea parasitica,(Klatt) R.M. King & H. Rob.,species,http://www.tropicos.org/Name/2715893,Neomirandea parasitica,Asteraceae,FALSE,tropicos, ,
1682,rinoreocarpus ulei,1,Rinoreocarpus ulei,species,1,(Melch.) Ducke,http://www.theplantlist.org/tpl1.1/record/kew-2528546;http://www.tropicos.org/Name/33800512,,,,,Violaceae,Rinoreocarpus,1,ulei,1,,,,,,,,,Accepted,Rinoreocarpus ulei,(Melch.) Ducke,species,http://www.theplantlist.org/tpl1.1/record/kew-2528546;http://www.tropicos.org/Name/33800512,Rinoreocarpus ulei,Violaceae,TRUE,tpl;tropicos, ,
1683,barnebya dispar,1,Barnebya dispar,species,1,(Griseb.) W.R.Anderson & B.Gates,http://www.theplantlist.org/tpl1.1/record/kew-2670308,,,,,Malpighiaceae,Barnebya,1,dispar,1,,,,,,,,,Accepted,Barnebya dispar,(Griseb.) W.R.Anderson & B.Gates,species,http://www.theplantlist.org/tpl1.1/record/kew-2670308,Barnebya dispar,Malpighiaceae,TRUE,tpl, ,
1683,barnebya dispar,1,Barnebya dispar,species,1,(Griseb.) W.R. Anderson & B. Gates,http://www.tropicos.org/Name/50150589,,,,,Malpighiaceae,Barnebya,1,dispar,1,,,,,,,,,Accepted,Barnebya dispar,(Griseb.) W.R. Anderson & B. Gates,species,http://www.tropicos.org/Name/50150589,Barnebya dispar,Malpighiaceae,FALSE,tropicos, ,
1684,psychotria izabalensis,1,Psychotria izabalensis,species,1,L.O.Williams,http://www.theplantlist.org/tpl1.1/record/kew-168416,,,,,Rubiaceae,Psychotria,1,izabalensis,1,,,,,,,,,Accepted,Psychotria izabalensis,L.O.Williams,species,http://www.theplantlist.org/tpl1.1/record/kew-168416,Psychotria izabalensis,Rubiaceae,TRUE,tpl, ,
1684,psychotria izabalensis,1,Psychotria izabalensis,species,1,L.O. Williams,http://www.tropicos.org/Name/27906034,,,,,Rubiaceae,Psychotria,1,izabalensis,1,,,,,,,,,Synonym,Psychotria berteroana,DC.,species,http://www.tropicos.org/Name/27901869,Psychotria berteroana,Rubiaceae,FALSE,tropicos, ,
1685,piper gibbosum,1,Piper gibbosum,species,1,C.DC.,http://www.theplantlist.org/tpl1.1/record/kew-2558067,,,,,Piperaceae,Piper,1,gibbosum,1,,,,,,,,,Accepted,Piper gibbosum,C.DC.,species,http://www.theplantlist.org/tpl1.1/record/kew-2558067,Piper gibbosum,Piperaceae,TRUE,tpl, ,
1685,piper gibbosum,1,Piper gibbosum,species,1,C. DC.,http://www.tropicos.org/Name/25003141,,,,,Piperaceae,Piper,1,gibbosum,1,,,,,,,,,Accepted,Piper gibbosum,C. DC.,species,http://www.tropicos.org/Name/25003141,Piper gibbosum,Piperaceae,FALSE,tropicos, ,
1686,cordia scabrifolia,1,Cordia scabrifolia,species,1,A.DC.,http://www.theplantlist.org/tpl1.1/record/kew-2737201,,,,,Boraginaceae,Cordia,1,scabrifolia,1,,,,,,,,,Accepted,Cordia scabrifolia,A.DC.,species,http://www.theplantlist.org/tpl1.1/record/kew-2737201,Cordia scabrifolia,Boraginaceae,TRUE,tpl, ,
1686,cordia scabrifolia,1,Cordia scabrifolia,species,1,Benth. ex Griseb.,http://www.theplantlist.org/tpl1.1/record/kew-2737202,,,,,Boraginaceae,Cordia,1,scabrifolia,1,,,,,,,,,Synonym,Cordia myxa,L.,species,http://www.theplantlist.org/tpl1.1/record/kew-2737033,Cordia myxa,Boraginaceae,FALSE,tpl, ,
1686,cordia scabrifolia,1,Cordia scabrifolia,species,1,A. DC.,http://www.tropicos.org/Name/4000343,,,,,Boraginaceae,Cordia,1,scabrifolia,1,,,,,,,,,Accepted,Cordia scabrifolia,A. DC.,species,http://www.tropicos.org/Name/4000343,Cordia scabrifolia,Boraginaceae,FALSE,tropicos, ,
1687,dioicodendron dioicum,1,Dioicodendron dioicum,species,1,(K.Schum. & K.Krause) Steyerm.,http://www.theplantlist.org/tpl1.1/record/kew-62106,,,,,Rubiaceae,Dioicodendron,1,dioicum,1,,,,,,,,,Accepted,Dioicodendron dioicum,(K.Schum. & K.Krause) Steyerm.,species,http://www.theplantlist.org/tpl1.1/record/kew-62106,Dioicodendron dioicum,Rubiaceae,TRUE,tpl, ,
1687,dioicodendron dioicum,1,Dioicodendron dioicum,species,1,(K. Schum. & K. Krause) Steyerm.,http://www.tropicos.org/Name/27909633,,,,,Rubiaceae,Dioicodendron,1,dioicum,1,,,,,,,,,Accepted,Dioicodendron dioicum,(K. Schum. & K. Krause) Steyerm.,species,http://www.tropicos.org/Name/27909633,Dioicodendron dioicum,Rubiaceae,FALSE,tropicos, ,
1688,meliosma simiarum,1,Meliosma simiarum,species,1,A.H. Gentry,http://www.theplantlist.org/tpl1.1/record/tro-28200058;http://www.tropicos.org/Name/28200058,,,,,Sabiaceae,Meliosma,1,simiarum,1,,,,,,,,,Accepted,Meliosma simiarum,A.H. Gentry,species,http://www.theplantlist.org/tpl1.1/record/tro-28200058;http://www.tropicos.org/Name/28200058,Meliosma simiarum,Sabiaceae,TRUE,tpl;tropicos, ,
1689,mouriri nigra,1,Mouriri nigra,species,1,(DC.) Morley,http://www.theplantlist.org/tpl1.1/record/tro-20303378;http://www.tropicos.org/Name/20303378,,,,,Melastomataceae,Mouriri,1,nigra,1,,,,,,,,,Accepted,Mouriri nigra,(DC.) Morley,species,http://www.theplantlist.org/tpl1.1/record/tro-20303378;http://www.tropicos.org/Name/20303378,Mouriri nigra,Melastomataceae,TRUE,tpl;tropicos, ,
1690,souroubea sp.,0.9,Souroubea,genus,1,,http://www.theplantlist.org/tpl1.1/search?q=Souroubea,,,,,Marcgraviaceae,Souroubea,1,,,,,,,,,,sp.,Accepted,Souroubea,,genus,http://www.theplantlist.org/tpl1.1/search?q=Souroubea,,Marcgraviaceae,TRUE,tpl, ,
1690,souroubea sp.,0.9,Souroubea,genus,1,Aubl.,http://www.tropicos.org/Name/40002308,,,,,Marcgraviaceae,Souroubea,1,,,,,,,,,,sp.,Accepted,Souroubea,Aubl.,genus,http://www.tropicos.org/Name/40002308,,Marcgraviaceae,FALSE,tropicos, ,
1691,telitoxicum krukovii,1,Telitoxicum krukovii,species,1,Moldenke,http://www.theplantlist.org/tpl1.1/record/tro-20600341;http://www.tropicos.org/Name/20600341,,,,,Menispermaceae,Telitoxicum,1,krukovii,1,,,,,,,,,Accepted,Telitoxicum krukovii,Moldenke,species,http://www.theplantlist.org/tpl1.1/record/tro-20600341;http://www.tropicos.org/Name/20600341,Telitoxicum krukovii,Menispermaceae,TRUE,tpl;tropicos, ,
1692,calophyllum sp.,0.9,Calophyllum,genus,1,,http://www.theplantlist.org/tpl1.1/search?q=Calophyllum,,,,,Calophyllaceae,Calophyllum,1,,,,,,,,,,sp.,Accepted,Calophyllum,,genus,http://www.theplantlist.org/tpl1.1/search?q=Calophyllum,,Calophyllaceae,TRUE,tpl, ,
1692,calophyllum sp.,0.9,Calophyllum,genus,1,,http://www.theplantlist.org/tpl1.1/search?q=Calophyllum,,,,,Calophyllaceae,Calophyllum,1,,,,,,,,,,sp.,No opinion,,,,,,,FALSE,tpl, ,
1692,calophyllum sp.,0.9,Calophyllum,genus,1,L.,http://www.tropicos.org/Name/40035501,,,,,Calophyllaceae,Calophyllum,1,,,,,,,,,,sp.,Accepted,Calophyllum,L.,genus,http://www.tropicos.org/Name/40035501,,Calophyllaceae,FALSE,tropicos, ,
1692,calophyllum sp.,0.9,Calophyllum,genus,1,,http://plants.usda.gov/java/profile?symbol=CALOP,,,,,Calophyllaceae,Calophyllum,1,,,,,,,,,,sp.,Accepted,Calophyllum,,genus,http://plants.usda.gov/java/profile?symbol=CALOP,,Calophyllaceae,FALSE,usda, ,
1693,trichilia havanensis,1,Trichilia havanensis,species,1,Jacq.,http://www.theplantlist.org/tpl1.1/record/kew-2522028;http://www.tropicos.org/Name/20400456,,,,,Meliaceae,Trichilia,1,havanensis,1,,,,,,,,,Accepted,Trichilia havanensis,Jacq.,species,http://www.theplantlist.org/tpl1.1/record/kew-2522028;http://www.tropicos.org/Name/20400456,Trichilia havanensis,Meliaceae,TRUE,tpl;tropicos, ,
1694,ficus schippii,1,Ficus schippii,species,1,Standl.,http://www.theplantlist.org/tpl1.1/record/kew-2812233;http://www.tropicos.org/Name/21300237,,,,,Moraceae,Ficus,1,schippii,1,,,,,,,,,Accepted,Ficus schippii,Standl.,species,http://www.theplantlist.org/tpl1.1/record/kew-2812233;http://www.tropicos.org/Name/21300237,Ficus schippii,Moraceae,TRUE,tpl;tropicos, ,
1695,pouteria guianensis,1,Pouteria guianensis,species,1,Aubl.,http://www.theplantlist.org/tpl1.1/record/kew-164157;http://www.tropicos.org/Name/28700315,,,,,Sapotaceae,Pouteria,1,guianensis,1,,,,,,,,,Accepted,Pouteria guianensis,Aubl.,species,http://www.theplantlist.org/tpl1.1/record/kew-164157;http://www.tropicos.org/Name/28700315,Pouteria guianensis,Sapotaceae,TRUE,tpl;tropicos, ,
1695,pouteria guianensis,1,Pouteria guianensis,species,1,Griseb.,http://www.theplantlist.org/tpl1.1/record/kew-164156,,,,,Sapotaceae,Pouteria,1,guianensis,1,,,,,,,,,No opinion,,,,,,,FALSE,tpl, ,
1695,pouteria guianensis,1,Pouteria guianensis,species,1,Griseb.,http://www.tropicos.org/Name/100246580,,,,,Sapotaceae,Pouteria,1,guianensis,1,,,,,,,,,Illegitimate,,,,,,,FALSE,tropicos, ,
1696,tibouchina sp.,0.9,Tibouchina,genus,1,,http://www.theplantlist.org/tpl1.1/search?q=Tibouchina;http://plants.usda.gov/java/profile?symbol=TIBOU,,,,,Melastomataceae,Tibouchina,1,,,,,,,,,,sp.,Accepted,Tibouchina,,genus,http://www.theplantlist.org/tpl1.1/search?q=Tibouchina;http://plants.usda.gov/java/profile?symbol=TIBOU,,Melastomataceae,TRUE,tpl;usda, ,
1696,tibouchina sp.,0.9,Tibouchina,genus,1,Aubl.,http://www.tropicos.org/Name/40014416,,,,,Melastomataceae,Tibouchina,1,,,,,,,,,,sp.,Accepted,Tibouchina,Aubl.,genus,http://www.tropicos.org/Name/40014416,,Melastomataceae,FALSE,tropicos, ,
1697,bonnetia sp.,0.9,Bonnetia,genus,1,,http://www.theplantlist.org/tpl1.1/search?q=Bonnetia,,,,,Bonnetiaceae,Bonnetia,1,,,,,,,,,,sp.,Accepted,Bonnetia,,genus,http://www.theplantlist.org/tpl1.1/search?q=Bonnetia,,Bonnetiaceae,TRUE,tpl, ,
1697,bonnetia sp.,0.9,Bonnetia,genus,1,,http://www.theplantlist.org/tpl1.1/search?q=Bonnetia,,,,,Bonnetiaceae,Bonnetia,1,,,,,,,,,,sp.,No opinion,,,,,,,FALSE,tpl, [Ambiguous match] ,
1697,bonnetia sp.,0.9,Bonnetia,genus,1,,http://www.theplantlist.org/tpl1.1/search?q=Bonnetia,,,,,Bonnetiaceae,Bonnetia,1,,,,,,,,,,sp.,No opinion,,,,,,,FALSE,tpl, [Ambiguous match] ,
1697,bonnetia sp.,0.9,Bonnetia,genus,1,Mart.,http://www.tropicos.org/Name/40029350,,,,,Bonnetiaceae,Bonnetia,1,,,,,,,,,,sp.,Accepted,Bonnetia,Mart.,genus,http://www.tropicos.org/Name/40029350,,Bonnetiaceae,FALSE,tropicos, ,
1697,bonnetia sp.,0.9,Bonnetia,genus,1,Schreb.,http://www.tropicos.org/Name/40029342,,,,,Clusiaceae,Bonnetia,1,,,,,,,,,,sp.,Illegitimate,,,,,,,FALSE,tropicos, ,
1697,bonnetia sp.,0.9,Bonnetia,genus,1,Neck.,http://www.tropicos.org/Name/50130735,,,,,Scrophulariaceae,Bonnetia,1,,,,,,,,,,sp.,Invalid,,,,,,,FALSE,tropicos, ,
1698,besleria sp.,0.9,Besleria,genus,1,,http://www.theplantlist.org/tpl1.1/search?q=Besleria,,,,,Gesneriaceae,Besleria,1,,,,,,,,,,sp.,Accepted,Besleria,,genus,http://www.theplantlist.org/tpl1.1/search?q=Besleria,,Gesneriaceae,TRUE,tpl, ,
1698,besleria sp.,0.9,Besleria,genus,1,,http://www.theplantlist.org/tpl1.1/search?q=Besleria,,,,,Gesneriaceae,Besleria,1,,,,,,,,,,sp.,No opinion,,,,,,,FALSE,tpl, [Ambiguous match] ,
1698,besleria sp.,0.9,Besleria,genus,1,,http://www.theplantlist.org/tpl1.1/search?q=Besleria,,,,,Gesneriaceae,Besleria,1,,,,,,,,,,sp.,No opinion,,,,,,,FALSE,tpl, [Ambiguous match] ,
1698,besleria sp.,0.9,Besleria,genus,1,,http://www.theplantlist.org/tpl1.1/search?q=Besleria,,,,,Gesneriaceae,Besleria,1,,,,,,,,,,sp.,No opinion,,,,,,,FALSE,tpl, [Ambiguous match] ,
1698,besleria sp.,0.9,Besleria,genus,1,L.,http://www.tropicos.org/Name/40027012,,,,,Gesneriaceae,Besleria,1,,,,,,,,,,sp.,Accepted,Besleria,L.,genus,http://www.tropicos.org/Name/40027012,,Gesneriaceae,FALSE,tropicos, ,
1699,meliosma arenosa,1,Meliosma arenosa,species,1,Idrobo & Cuatrec.,http://www.theplantlist.org/tpl1.1/record/tro-28200071;http://www.tropicos.org/Name/28200071,,,,,Sabiaceae,Meliosma,1,arenosa,1,,,,,,,,,Accepted,Meliosma arenosa,Idrobo & Cuatrec.,species,http://www.theplantlist.org/tpl1.1/record/tro-28200071;http://www.tropicos.org/Name/28200071,Meliosma arenosa,Sabiaceae,TRUE,tpl;tropicos, ,
1700,theobroma angustifolia,1,Theobroma angustifolia,species,1,DC.,http://www.tropicos.org/Name/30400578,,,,,Malvaceae,Theobroma,1,angustifolia,1,,,,,,,,,Invalid,,,,,,,TRUE,tropicos, ,
1701,urvillea sp.,0.9,Urvillea,genus,1,,http://www.theplantlist.org/tpl1.1/search?q=Urvillea;http://plants.usda.gov/java/profile?symbol=URVIL,,,,,Sapindaceae,Urvillea,1,,,,,,,,,,sp.,Accepted,Urvillea,,genus,http://www.theplantlist.org/tpl1.1/search?q=Urvillea;http://plants.usda.gov/java/profile?symbol=URVIL,,Sapindaceae,TRUE,tpl;usda, ,
1701,urvillea sp.,0.9,Urvillea,genus,1,Kunth,http://www.tropicos.org/Name/40022258,,,,,Sapindaceae,Urvillea,1,,,,,,,,,,sp.,Accepted,Urvillea,Kunth,genus,http://www.tropicos.org/Name/40022258,,Sapindaceae,FALSE,tropicos, ,
1702,moutabea sp.,0.9,Moutabea,genus,1,,http://www.theplantlist.org/tpl1.1/search?q=Moutabea,,,,,Polygalaceae,Moutabea,1,,,,,,,,,,sp.,Accepted,Moutabea,,genus,http://www.theplantlist.org/tpl1.1/search?q=Moutabea,,Polygalaceae,TRUE,tpl, ,
1702,moutabea sp.,0.9,Moutabea,genus,1,Aubl.,http://www.tropicos.org/Name/40023303,,,,,Polygalaceae,Moutabea,1,,,,,,,,,,sp.,Accepted,Moutabea,Aubl.,genus,http://www.tropicos.org/Name/40023303,,Polygalaceae,FALSE,tropicos, ,
1703,calophyllum brasiliense,1,Calophyllum brasiliense,species,1,Cambess.,http://www.theplantlist.org/tpl1.1/record/kew-2693230;http://www.tropicos.org/Name/7800054,,,,,Calophyllaceae,Calophyllum,1,brasiliense,1,,,,,,,,,Accepted,Calophyllum brasiliense,Cambess.,species,http://www.theplantlist.org/tpl1.1/record/kew-2693230;http://www.tropicos.org/Name/7800054,Calophyllum brasiliense,Calophyllaceae,TRUE,tpl;tropicos, ,
1703,calophyllum brasiliense,1,Calophyllum brasiliense,species,1,auct. non Camb.,http://plants.usda.gov/java/profile?symbol=CAAN22,,,,,Calophyllaceae,Calophyllum,1,brasiliense,1,,,,,,,,,Synonym,Calophyllum antillanum,Britton,species,http://plants.usda.gov/java/profile?symbol=CAAN22,Calophyllum antillanum,Calophyllaceae,FALSE,usda, ,
1704,trichilia martiana,1,Trichilia martiana,species,1,C.DC.,http://www.theplantlist.org/tpl1.1/record/kew-2514986,,,,,Meliaceae,Trichilia,1,martiana,1,,,,,,,,,Accepted,Trichilia martiana,C.DC.,species,http://www.theplantlist.org/tpl1.1/record/kew-2514986,Trichilia martiana,Meliaceae,TRUE,tpl, ,
1704,trichilia martiana,1,Trichilia martiana,species,1,C. DC.,http://www.tropicos.org/Name/20400256,,,,,Meliaceae,Trichilia,1,martiana,1,,,,,,,,,Accepted,Trichilia martiana,C. DC.,species,http://www.tropicos.org/Name/20400256,Trichilia martiana,Meliaceae,FALSE,tropicos, ,
1705,chaunochiton nitida,0.5,Chaunochiton,genus,0.5,,http://www.theplantlist.org/tpl1.1/search?q=Chaunochiton,,,,,Olacaceae,Chaunochiton,1,,,,,,,,,,nitida,Accepted,Chaunochiton,,genus,http://www.theplantlist.org/tpl1.1/search?q=Chaunochiton,,Olacaceae,TRUE,tpl, [Partial match] ,
1705,chaunochiton nitida,0.5,Chaunochiton,genus,0.5,Benth.,http://www.tropicos.org/Name/40006350,,,,,Olacaceae,Chaunochiton,1,,,,,,,,,,nitida,Accepted,Chaunochiton,Benth.,genus,http://www.tropicos.org/Name/40006350,,Olacaceae,FALSE,tropicos, [Partial match] ,
1706,byttneria aculeata,1,Byttneria aculeata,species,1,Jacq.,http://www.theplantlist.org/tpl1.1/record/kew-2688467,,,,,Malvaceae,Byttneria,1,aculeata,1,,,,,,,,,Accepted,Byttneria aculeata,Jacq.,species,http://www.theplantlist.org/tpl1.1/record/kew-2688467,Byttneria aculeata,Malvaceae,TRUE,tpl, ,
1706,byttneria aculeata,1,Byttneria aculeata,species,1,Lam.,http://www.theplantlist.org/tpl1.1/record/kew-2688468,,,,,Malvaceae,Byttneria,1,aculeata,1,,,,,,,,,Synonym,Byttneria aculeata,Jacq.,species,http://www.theplantlist.org/tpl1.1/record/kew-2688467,Byttneria aculeata,Malvaceae,FALSE,tpl, ,
1706,byttneria aculeata,1,Byttneria aculeata,species,1,(Jacq.) Jacq.,http://www.tropicos.org/Name/30400654,,,,,Malvaceae,Byttneria,1,aculeata,1,,,,,,,,,Accepted,Byttneria aculeata,(Jacq.) Jacq.,species,http://www.tropicos.org/Name/30400654,Byttneria aculeata,Malvaceae,FALSE,tropicos, ,
1706,byttneria aculeata,1,Byttneria aculeata,species,1,Dombey ex Lam.,http://www.tropicos.org/Name/50240514,,,,,Malvaceae,Byttneria,1,aculeata,1,,,,,,,,,Invalid,,,,,,,FALSE,tropicos, ,
1707,lonchocarpus nicou,1,Lonchocarpus nicou,species,1,(Aubl.) DC.,http://www.theplantlist.org/tpl1.1/record/tro-13021992;http://www.tropicos.org/Name/13021992;http://plants.usda.gov/java/profile?symbol=LONI3,,,,,Fabaceae,Lonchocarpus,1,nicou,1,,,,,,,,,Accepted,Lonchocarpus nicou,(Aubl.) DC.,species,http://www.theplantlist.org/tpl1.1/record/tro-13021992;http://www.tropicos.org/Name/13021992;http://plants.usda.gov/java/profile?symbol=LONI3,Lonchocarpus nicou,Fabaceae,TRUE,tpl;tropicos;usda, ,
1708,licaria sp.,0.9,Licaria,genus,1,,http://www.theplantlist.org/tpl1.1/search?q=Licaria;http://plants.usda.gov/java/profile?symbol=LICAR,,,,,Lauraceae,Licaria,1,,,,,,,,,,sp.,Accepted,Licaria,,genus,http://www.theplantlist.org/tpl1.1/search?q=Licaria;http://plants.usda.gov/java/profile?symbol=LICAR,,Lauraceae,TRUE,tpl;usda, ,
1708,licaria sp.,0.9,Licaria,genus,1,Aubl.,http://www.tropicos.org/Name/40006454,,,,,Lauraceae,Licaria,1,,,,,,,,,,sp.,Accepted,Licaria,Aubl.,genus,http://www.tropicos.org/Name/40006454,,Lauraceae,FALSE,tropicos, ,
1709,psychotria microdon,1,Psychotria microdon,species,1,(DC.) Urb.,http://www.theplantlist.org/tpl1.1/record/kew-168846,,,,,Rubiaceae,Psychotria,1,microdon,1,,,,,,,,,Synonym,Margaritopsis microdon,(DC.) C.M.Taylor,species,http://www.theplantlist.org/tpl1.1/record/kew-347330,Margaritopsis microdon,Rubiaceae,TRUE,tpl, ,
1709,psychotria microdon,1,Psychotria microdon,species,1,(DC.) Urb.,http://www.tropicos.org/Name/27903035,,,,,Rubiaceae,Psychotria,1,microdon,1,,,,,,,,,Synonym,Margaritopsis microdon,(DC.) C.M. Taylor,species,http://www.tropicos.org/Name/50291398,Margaritopsis microdon,Rubiaceae,FALSE,tropicos, ,
1709,psychotria microdon,1,Psychotria microdon,species,1,(DC.) Urb.,http://plants.usda.gov/java/profile?symbol=PSMI,,,,,Rubiaceae,Psychotria,1,microdon,1,,,,,,,,,Accepted,Psychotria microdon,(DC.) Urb.,species,http://plants.usda.gov/java/profile?symbol=PSMI,Psychotria microdon,Rubiaceae,FALSE,usda, ,
1710,acalypha sp.,0.9,Acalypha,genus,1,,http://www.theplantlist.org/tpl1.1/search?q=Acalypha,,,,,Euphorbiaceae,Acalypha,1,,,,,,,,,,sp.,Accepted,Acalypha,,genus,http://www.theplantlist.org/tpl1.1/search?q=Acalypha,,Euphorbiaceae,TRUE,tpl, ,
1710,acalypha sp.,0.9,Acalypha,genus,1,,http://www.theplantlist.org/tpl1.1/search?q=Acalypha,,,,,Euphorbiaceae,Acalypha,1,,,,,,,,,,sp.,No opinion,,,,,,,FALSE,tpl, ,
1710,acalypha sp.,0.9,Acalypha,genus,1,L.,http://www.tropicos.org/Name/40003111,,,,,Euphorbiaceae,Acalypha,1,,,,,,,,,,sp.,Accepted,Acalypha,L.,genus,http://www.tropicos.org/Name/40003111,,Euphorbiaceae,FALSE,tropicos, ,
1710,acalypha sp.,0.9,Acalypha,genus,1,,http://plants.usda.gov/java/profile?symbol=ACALY,,,,,Euphorbiaceae,Acalypha,1,,,,,,,,,,sp.,Accepted,Acalypha,,genus,http://plants.usda.gov/java/profile?symbol=ACALY,,Euphorbiaceae,FALSE,usda, ,
1711,vitex klugii,1,Vitex klugii,species,1,Moldenke,http://www.theplantlist.org/tpl1.1/record/kew-213537;http://www.tropicos.org/Name/33701049,,,,,Lamiaceae,Vitex,1,klugii,1,,,,,,,,,Accepted,Vitex klugii,Moldenke,species,http://www.theplantlist.org/tpl1.1/record/kew-213537;http://www.tropicos.org/Name/33701049,Vitex klugii,Lamiaceae,TRUE,tpl;tropicos, ,
1712,panopsis sp.,0.9,Panopsis,genus,1,,http://www.theplantlist.org/tpl1.1/search?q=Panopsis,,,,,Proteaceae,Panopsis,1,,,,,,,,,,sp.,Accepted,Panopsis,,genus,http://www.theplantlist.org/tpl1.1/search?q=Panopsis,,Proteaceae,TRUE,tpl, ,
1712,panopsis sp.,0.9,Panopsis,genus,1,Salisb. ex Knight,http://www.tropicos.org/Name/40000544,,,,,Proteaceae,Panopsis,1,,,,,,,,,,sp.,Accepted,Panopsis,Salisb. ex Knight,genus,http://www.tropicos.org/Name/40000544,,Proteaceae,FALSE,tropicos, ,
1713,sarcaulus sp.,0.9,Sarcaulus,genus,1,,http://www.theplantlist.org/tpl1.1/search?q=Sarcaulus,,,,,Sapotaceae,Sarcaulus,1,,,,,,,,,,sp.,Accepted,Sarcaulus,,genus,http://www.theplantlist.org/tpl1.1/search?q=Sarcaulus,,Sapotaceae,TRUE,tpl, ,
1713,sarcaulus sp.,0.9,Sarcaulus,genus,1,Radlk.,http://www.tropicos.org/Name/40029620,,,,,Sapotaceae,Sarcaulus,1,,,,,,,,,,sp.,Accepted,Sarcaulus,Radlk.,genus,http://www.tropicos.org/Name/40029620,,Sapotaceae,FALSE,tropicos, ,
1714,geissanthus andinus,1,Geissanthus andinus,species,1,Mez,http://www.theplantlist.org/tpl1.1/record/kew-2818555;http://www.tropicos.org/Name/22000207,,,,,Primulaceae,Geissanthus,1,andinus,1,,,,,,,,,Accepted,Geissanthus andinus,Mez,species,http://www.theplantlist.org/tpl1.1/record/kew-2818555;http://www.tropicos.org/Name/22000207,Geissanthus andinus,Primulaceae,TRUE,tpl;tropicos, ,
