Name_submitted,Name_matched,Author_matched,Overall_score,Taxonomic_status,Accepted_name,Accepted_author,Accepted_family,Source,Warnings,Accepted_name_lsid
Anemone sylvestris,Anemone sylvestris,,1,Accepted,Anemone sylvestris,L.,Ranunculaceae,tropicos;usda, ,
Aquilegia vulgaris,Aquilegia vulgaris,,1,Accepted,Aquilegia vulgaris,L.,Ranunculaceae,tropicos;usda, ,
Thalictrum simplex,Thalictrum simplex,,1,Accepted,Thalictrum simplex,L.,Ranunculaceae,tropicos, ,
Filipendula vulgaris,Filipendula vulgaris,,1,Accepted,Filipendula vulgaris,Moench,Rosaceae,tropicos;usda, ,
Fragaria vesca,Fragaria vesca,,1,Accepted,Fragaria vesca,L.,Rosaceae,tropicos;usda, ,
Fragaria viridis,Fragaria viridis,,1,No opinion,,,,tropicos, ,
Potentilla erecta,Potentilla erecta,,1,Accepted,Potentilla erecta,(L.) Raeusch.,Rosaceae,tropicos;usda, ,
Sanguisorba officinalis,Sanguisorba officinalis,,1,Accepted,Sanguisorba officinalis,L.,Rosaceae,tropicos;usda, ,
Galium boreale,Galium boreale,,1,Accepted,Galium boreale,L.,Rubiaceae,tropicos;usda, ,
Galium mollugo,Galium mollugo,,1,Accepted,Galium mollugo,L.,Rubiaceae,tropicos;usda, ,
Galium verum,Galium verum,,1,Accepted,Galium verum,L.,Rubiaceae,tropicos;usda, ,
Chrysosplenium alternifolium,Chrysosplenium alternifolium,,1,Accepted,Chrysosplenium alternifolium,L.,Saxifragaceae,tropicos;usda, ,
Digitalis grandiflora,Digitalis grandiflora,,1,Accepted,Digitalis grandiflora,Mill.,Plantaginaceae,tropicos;usda, ,
Verbascum thapsus,Verbascum thapsus,,1,Accepted,Verbascum thapsus,L.,Scrophulariaceae,tropicos;usda, ,
Veronica longifolia,Veronica longifolia,,1,Accepted,Veronica longifolia,L.,Plantaginaceae,tropicos, ,
Veronica spicata,Veronica spicata,,1,Accepted,Veronica spicata,L.,Plantaginaceae,tropicos;usda, ,
Viola canina,Viola canina,,1,Accepted,Viola canina,L.,Violaceae,tropicos;usda, ,
Viola mirabilis,Viola mirabilis,,1,Accepted,Viola mirabilis,L.,Violaceae,tropicos;usda, ,
Allium rubens,Allium rubens,,1,Accepted,Allium rubens,Schrad. ex Willd.,Amaryllidaceae,tropicos, ,
Allium strictum,Allium strictum,,1,Accepted,Allium strictum,Schrad.,Amaryllidaceae,tropicos, ,
Calla palustre,Calla palustris,,0.95,Accepted,Calla palustris,L.,Araceae,tropicos;usda, ,
Convallaria majalis,Convallaria majalis,,1,Accepted,Convallaria majalis,L.,Asparagaceae,tropicos;usda, ,
Maianthemum bifolium,Maianthemum bifolium,,1,Accepted,Maianthemum bifolium,(L.) F.W. Schmidt,Asparagaceae,tropicos, ,
Polygonatum officinale,Polygonatum officinale,,1,Synonym,Polygonatum odoratum,(Mill.) Druce,Asparagaceae,tropicos, ,
Lilium martagon,Lilium martagon,,1,Accepted,Lilium martagon,L.,Liliaceae,tropicos;usda, ,
Neottianthe cucullata,Neottianthe cucullata,,1,Accepted,Neottianthe cucullata,(L.) Schltr.,Orchidaceae,tropicos, ,
Platanthera bifolia,Platanthera bifolia,,1,Synonym,Satyrium bifolium,(L.) Wahlenb.,Orchidaceae,tropicos, ,
Linnaea borealis,Linnaea borealis,,1,Accepted,Linnaea borealis,L.,Caprifoliaceae,tropicos;usda, ,
Genista tinctoria,Genista tinctoria,,1,Accepted,Genista tinctoria,L.,Fabaceae,tropicos;usda, ,
Moneses uniflora,Moneses uniflora,,1,Accepted,Moneses uniflora,(L.) A. Gray,Ericaceae,tropicos;usda, ,
Pyrola media,Pyrola media,,1,Accepted,Pyrola media,Sw.,Ericaceae,tropicos, ,
Pyrola minor,Pyrola minor,,1,Accepted,Pyrola minor,L.,Ericaceae,tropicos;usda, ,
Pyrola rotundifolia,Pyrola rotundifolia,,1,Accepted,Pyrola rotundifolia,L.,Ericaceae,tropicos, ,
Sparganium erectum,Sparganium erectum,,1,Accepted,Sparganium erectum,L.,Typhaceae,tropicos;usda, ,
Typha latifolia,Typha latifolia,,1,Accepted,Typha latifolia,L.,Typhaceae,tropicos;usda, ,
Abies lasiocarpa,Abies lasiocarpa,,1,Accepted,Abies lasiocarpa,(Hook.) Nutt.,Pinaceae,tropicos;usda, ,
Acomastylis rosii,Acomastylis rossii,,0.97,Accepted,Acomastylis rossii,(R. Br.) Greene,Rosaceae,tropicos, ,
Arctostaphylos uva-ursi,Arctostaphylos uva-ursi,,1,Accepted,Arctostaphylos uva-ursi,(L.) Spreng.,Ericaceae,tropicos;usda, ,
Bistorta bistortoides,Bistorta bistortoides,,1,Accepted,Bistorta bistortoides,(Pursh) Small,Polygonaceae,tropicos, ,
Picea engelmanii,Picea engelmannii,,0.99,Accepted,Picea engelmannii,Parry ex Engelm.,Pinaceae,tropicos;usda, ,
Pinus flexilis,Pinus flexilis,,1,Accepted,Pinus flexilis,E. James,Pinaceae,tropicos, ,
Psychrophila leptosepala,Psychrophila leptosepala,,1,Accepted,Psychrophila leptosepala,(DC.) W.A. Weber,Ranunculaceae,tropicos, ,
Salix glauca,Salix glauca,,1,Accepted,Salix glauca,L.,Salicaceae,tropicos;usda, ,
Salix planifolia,Salix planifolia,,1,Accepted,Salix planifolia,Pursh,Salicaceae,tropicos;usda, ,
Eupatorium rugesum,Eupatorium rugosum,,0.98,Synonym,Ageratina altissima var. altissima,,Asteraceae,tropicos, ,
Galax aphylla,Galax aphylla,,1,Accepted,Galax aphylla,L.,Diapensiaceae,tropicos, ,
Helianthus microcephalus,Helianthus microcephalus,,1,Accepted,Helianthus microcephalus,Torr. & A. Gray,Asteraceae,tropicos;usda, ,
Kalmia latifolia,Kalmia latifolia,,1,Accepted,Kalmia latifolia,L.,Ericaceae,tropicos;usda, ,
Pinus rigida,Pinus rigida,,1,Accepted,Pinus rigida,Mill.,Pinaceae,tropicos;usda, ,
Pinus strobus,Pinus strobus,,1,Accepted,Pinus strobus,L.,Pinaceae,tropicos;usda, ,
Podophyllum peltatum,Podophyllum peltatum,,1,Accepted,Podophyllum peltatum,L.,Berberidaceae,tropicos;usda, ,
Quercus coccinea,Quercus coccinea,,1,Accepted,Quercus coccinea,Münchh.,Fagaceae,tropicos;usda, ,
Rhododendron maximum,Rhododendron maximum,,1,Accepted,Rhododendron maximum,L.,Ericaceae,tropicos;usda, ,
Tsuga canadensis,Tsuga canadensis,,1,Accepted,Tsuga canadensis,(L.) Carrière,Pinaceae,tropicos;usda, ,
Veratrum parviflorum,Veratrum parviflorum,,1,Synonym,Melanthium parviflorum,(Michx.) S. Watson,Melanthiaceae,tropicos, ,
Atriplex canescens,Atriplex canescens,,1,Accepted,Atriplex canescens,(Pursh) Nutt.,Amaranthaceae,tropicos;usda, ,
Baccharis angustifolia,Baccharis angustifolia,,1,Accepted,Baccharis angustifolia,(Cass.) Desf. ex DC.,Asteraceae,tropicos, [Ambiguous match] ,
Eleagnus angustifolia,Eleagnus angustifolia,,1,Illegitimate,,,,tropicos, ,
Gutierrezia sarothrae,Gutierrezia sarothrae,,1,Accepted,Gutierrezia sarothrae,(Pursh) Britton & Rusby,Asteraceae,tropicos;gcc;usda, ,
Juniperus monosperma,Juniperus monosperma,,1,Accepted,Juniperus monosperma,(Engelm.) Sarg.,Cupressaceae,tropicos;usda, ,
Larrea tridentata,Larrea tridentata,,1,Accepted,Larrea tridentata,(Sessé & Moc. ex DC.) Coville,Zygophyllaceae,tropicos, ,
Pinus edulis,Pinus edulis,,1,Accepted,Pinus edulis,Engelm.,Pinaceae,tropicos;usda, ,
Populus fremontii,Populus fremontii,,1,Accepted,Populus fremontii,S. Watson,Salicaceae,tropicos;usda, ,
Quercus turbinella,Quercus turbinella,,1,Accepted,Quercus turbinella,Greene,Fagaceae,tropicos;usda, ,
Persea borbonia,Persea borbonia,,1,Accepted,Persea borbonia,(L.) Spreng.,Lauraceae,tropicos;usda, ,
Pinus palustris,Pinus palustris,,1,Accepted,Pinus palustris,Mill.,Pinaceae,tropicos;usda, ,
Pinus serotina,Pinus serotina,,1,Accepted,Pinus serotina,Michx.,Pinaceae,tropicos;usda, ,
Pterocaulon pycnostachyum,Pterocaulon pycnostachyum,,1,Accepted,Pterocaulon pycnostachyum,(Michx.) Elliott,Asteraceae,tropicos;gcc;usda, ,
Quercus virginia,Quercus virginiana,,0.96,Accepted,Quercus virginiana,Mill.,Fagaceae,tropicos;usda, ,
Taxodium distichum,Taxodium distichum,,1,Accepted,Taxodium distichum,(L.) Rich.,Cupressaceae,tropicos;usda, ,
Vaccinium arboreum,Vaccinium arboreum,,1,Accepted,Vaccinium arboreum,Marshall,Ericaceae,tropicos, ,
Vaccinium corymbosum,Vaccinium corymbosum,,1,Accepted,Vaccinium corymbosum,L.,Ericaceae,tropicos;usda, ,
Aspidosperma album,Aspidosperma album,,1,Accepted,Aspidosperma album,(Vahl) Benoist ex Pichon,Apocynaceae,tropicos, ,
Bellucia grossularioides,Bellucia grossularioides,,1,Accepted,Bellucia grossularioides,(L.) Triana,Melastomataceae,tropicos, ,
Caraipa heterocarpa,Caraipa heterocarpa,,1,Accepted,Caraipa heterocarpa,Ducke,Calophyllaceae,tropicos, ,
Cecropia ficifolia,Cecropia ficifolia,,1,Accepted,Cecropia ficifolia,Warb. ex Snethl.,Urticaceae,tropicos, ,
Clidemia sericea,Clidemia sericea,,1,Accepted,Clidemia sericea,D. Don,Melastomataceae,tropicos, ,
Eperua leucantha,Eperua leucantha,,1,Accepted,Eperua leucantha,Benth.,Fabaceae,tropicos, ,
Eperua purpurea,Eperua purpurea,,1,Accepted,Eperua purpurea,Benth.,Fabaceae,tropicos, ,
Goupia glabra,Goupia glabra,,1,Accepted,Goupia glabra,Aubl.,Goupiaceae,tropicos, ,
Leguminosae sp,Leguminosae,,0.9,No opinion,,,,tropicos, ,
Licania heteromorpha,Licania heteromorpha,,1,Accepted,Licania heteromorpha,Benth.,Chrysobalanaceae,tropicos, ,
Manihot esculenta,Manihot esculenta,,1,Accepted,Manihot esculenta,Crantz,Euphorbiaceae,tropicos;usda, ,
Miconia dispar,Miconia dispar,,1,Accepted,Miconia dispar,Benth.,Melastomataceae,tropicos, ,
Micrandra sprucei,Micrandra sprucei,,1,Accepted,Micrandra sprucei,(Müll. Arg.) R.E. Schultes,Euphorbiaceae,tropicos, ,
Micropholis magueirei,Micropholis maguirei,,0.98,Accepted,Micropholis maguirei,Aubrév.,Sapotaceae,tropicos, ,
Neea obovata,Neea obovata,,1,Accepted,Neea obovata,Spruce ex Heimerl,Nyctaginaceae,tropicos, ,
Ocotea costulata,Ocotea costulata,,1,Accepted,Ocotea costulata,(Nees) Mez,Lauraceae,tropicos, ,
Protium sp1,Protium,,0.9,Accepted,Protium,Burm. f.,Burseraceae,tropicos, ,
Protium sp2,Protium,,0.9,Accepted,Protium,Burm. f.,Burseraceae,tropicos, ,
Protium sp3,Protium,,0.9,Accepted,Protium,Burm. f.,Burseraceae,tropicos, ,
Retiniphyllum truncatum,Retiniphyllum truncatum,,1,Accepted,Retiniphyllum truncatum,Müll. Arg.,Rubiaceae,tropicos, ,
Rhodognaphalopsis humilis,Rhodognaphalopsis humilis,,1,Synonym,Pachira humilis,Spruce ex Decne.,Malvaceae,tropicos, ,
Solanum straminifolia,Solanum,,0.5,Accepted,Solanum,L.,Solanaceae,tropicos, [Partial match] ,
Vismia japurensis,Vismia japurensis,,1,Accepted,Vismia japurensis,Reichardt,Hypericaceae,tropicos, ,
Vismia lauriformis,Vismia lauriformis,,1,Accepted,Vismia lauriformis,(Lam.) Choisy,Hypericaceae,tropicos, ,
Andromeda glaucophylla,Andromeda glaucophylla,,1,Accepted,Andromeda glaucophylla,Link,Ericaceae,tropicos, ,
Arisaema triphyllum,Arisaema triphyllum,,1,Accepted,Arisaema triphyllum,(L.) Schott,Araceae,tropicos;usda, ,
Baptisia leucophaea,Baptisia leucophaea,,1,Accepted,Baptisia leucophaea,Nutt.,Fabaceae,tropicos, ,
Betula nigra,Betula nigra,,1,Accepted,Betula nigra,L.,Betulaceae,tropicos;usda, ,
Betula pumilla,Betula pumila,,0.98,Accepted,Betula pumila,L.,Betulaceae,tropicos;usda, ,
Carya ovata,Carya ovata,,1,Accepted,Carya ovata,(Mill.) K. Koch,Juglandaceae,tropicos;usda, ,
Caulophyllum thalictroides,Caulophyllum thalictroides,,1,Accepted,Caulophyllum thalictroides,(L.) Michx.,Berberidaceae,tropicos;usda, ,
Celtis occidentalis,Celtis occidentalis,,1,Accepted,Celtis occidentalis,L.,Cannabaceae,tropicos;usda, ,
Cornus florida,Cornus florida,,1,Accepted,Cornus florida,L.,Cornaceae,tropicos;usda, ,
Cornus racemosa,Cornus racemosa,,1,Accepted,Cornus racemosa,Lam.,Cornaceae,tropicos;usda, ,
Dentaria laciniata,Dentaria laciniata,,1,Synonym,Cardamine concatenata,(Michx.) O. Schwarz,Brassicaceae,tropicos, ,
Echinacea purpurea,Echinacea purpurea,,1,Accepted,Echinacea purpurea,(L.) Moench,Asteraceae,tropicos;gcc;usda, ,
Erythronium americanum,Erythronium americanum,,1,Accepted,Erythronium americanum,Ker Gawl.,Liliaceae,tropicos;usda, ,
Ilex verticillata,Ilex verticillata,,1,Accepted,Ilex verticillata,(L.) A. Gray,Aquifoliaceae,tropicos;usda, ,
Juglans nigra,Juglans nigra,,1,Accepted,Juglans nigra,L.,Juglandaceae,tropicos;usda, ,
Juniperus virginiana,Juniperus virginiana,,1,Accepted,Juniperus virginiana,L.,Cupressaceae,tropicos;usda, ,
Larix laricina,Larix laricina,,1,Accepted,Larix laricina,(Du Roi) K. Koch,Pinaceae,tropicos;usda, ,
Lonicera bella,Lonicera bella,,1,Accepted,Lonicera bella,Zabel,Caprifoliaceae,tropicos, ,
Picea glauca,Picea glauca,,1,Accepted,Picea glauca,(Moench) Voss,Pinaceae,tropicos;usda, ,
Picea mariana,Picea mariana,,1,Accepted,Picea mariana,"(Mill.) Britton, Sterns & Poggenb.",Pinaceae,tropicos;usda, ,
Pinus banksiana,Pinus banksiana,,1,Accepted,Pinus banksiana,Lamb.,Pinaceae,tropicos;usda, ,
Pinus resinosa,Pinus resinosa,,1,Synonym,Pinus hartwegii,Lindl.,Pinaceae,tropicos, ,
Populus tremuloides,Populus tremuloides,,1,Accepted,Populus tremuloides,Michx.,Salicaceae,tropicos;usda, ,
Quercus ellipsoidalis,Quercus ellipsoidalis,,1,Accepted,Quercus ellipsoidalis,E.J. Hill,Fagaceae,tropicos;usda, ,
Quercus macrocarpa,Quercus macrocarpa,,1,Accepted,Quercus macrocarpa,Michx.,Fagaceae,tropicos;usda, ,
Sanguinaria canadensis,Sanguinaria canadensis,,1,Accepted,Sanguinaria canadensis,L.,Papaveraceae,tropicos;usda, ,
Sarracenia purpurea,Sarracenia purpurea,,1,Accepted,Sarracenia purpurea,L.,Sarraceniaceae,tropicos;usda, ,
Silphium integrifolium,Silphium integrifolium,,1,Accepted,Silphium integrifolium,Michx.,Asteraceae,tropicos;gcc;usda, ,
Silphium terebinthinaceum,Silphium terebinthinaceum,,1,Accepted,Silphium terebinthinaceum,Jacq.,Asteraceae,tropicos;gcc;usda, ,
Thuja occidentalis,Thuja occidentalis,,1,Accepted,Thuja occidentalis,L.,Cupressaceae,tropicos;usda, ,
Trillium grandiflora,Trillium grandiflorum,,0.97,Accepted,Trillium grandiflorum,(Michx.) Salisb.,Melanthiaceae,tropicos;usda, ,
Acer negundo,Acer negundo,,1,Accepted,Acer negundo,L.,Sapindaceae,tropicos;usda, ,
Rhus typhina,Rhus typhina,,1,Accepted,Rhus typhina,L.,Anacardiaceae,tropicos;usda, ,
Alnus rugosa,Alnus rugosa,,1,Synonym,Alnus incana subsp. rugosa,(Du Roi) R.T. Clausen,Betulaceae,tropicos, ,
Betula alleghaniensis,Betula alleghaniensis,,1,Accepted,Betula alleghaniensis,Britton,Betulaceae,tropicos;usda, ,
Carpinus caroliniana,Carpinus caroliniana,,1,Accepted,Carpinus caroliniana,Walter,Betulaceae,tropicos;usda, ,
Ostrya virginiana,Ostrya virginiana,,1,Accepted,Ostrya virginiana,(Mill.) K. Koch,Betulaceae,tropicos;usda, ,
Cornus alternifolia,Cornus alternifolia,,1,Accepted,Cornus alternifolia,L. f.,Cornaceae,tropicos;usda, ,
Carya cordiformis,Carya cordiformis,,1,Accepted,Carya cordiformis,(Wangenh.) K. Koch,Juglandaceae,tropicos;usda, ,
Juglans cinerea,Juglans cinerea,,1,Accepted,Juglans cinerea,L.,Juglandaceae,tropicos;usda, ,
Fraxinus nigra,Fraxinus nigra,,1,Accepted,Fraxinus nigra,Marshall,Oleaceae,tropicos, ,
Fraxinus pennsylvanica,Fraxinus pennsylvanica,,1,Accepted,Fraxinus pennsylvanica,Marshall,Oleaceae,tropicos, ,
Prunus pennsylvanica,Prunus pensylvanica,,0.99,Accepted,Prunus pensylvanica,L. f.,Rosaceae,tropicos;usda, ,
Prunus virginiana,Prunus virginiana,,1,Accepted,Prunus virginiana,L.,Rosaceae,tropicos;usda, ,
Malus sp,Malus,,0.9,Accepted,Malus,Mill.,Rosaceae,tropicos, ,
Populus balsamifera,Populus balsamifera,,1,Accepted,Populus balsamifera,L.,Salicaceae,tropicos;usda, ,
Salix nigra,Salix nigra,,1,Accepted,Salix nigra,Marshall,Salicaceae,tropicos, ,
Tilia americana,Tilia americana,,1,Accepted,Tilia americana,L.,Malvaceae,tropicos;usda, ,
Ulmus rubra,Ulmus rubra,,1,Accepted,Ulmus rubra,Muhl.,Ulmaceae,tropicos;usda, ,
Ulmus thomasii,Ulmus thomasii,,1,Accepted,Ulmus thomasii,Sarg.,Ulmaceae,tropicos;usda, ,
Acacia mimula,Acacia mimula,,1,Synonym,Racosperma mimulum,(Pedley) Pedley,Fabaceae,tropicos, ,
Eucalyptus porrecta,Eucalyptus porrecta,,1,Synonym,Corymbia porrecta,(S.T. Blake) K.D. Hill & L.A.S. Johnson,Myrtaceae,tropicos, ,
Eucalyptus tectifica,Eucalyptus tectifica,,1,No opinion,,,,tropicos, ,
Eucalyptus tetradonta,Eucalyptus tetrodonta,,0.98,No opinion,,,,tropicos, ,
Livistona humilis,Livistona humilis,,1,Synonym,Saribus humilis,(R. Br.) Kuntze,Arecaceae,tropicos, ,
Acacia dimidiata,Acacia dimidiata,,1,Synonym,Racosperma dimidiatum,(Benth.) Pedley,Fabaceae,tropicos, ,
Eucalyptus bleeseri,Eucalyptus bleeseri,,1,Synonym,Corymbia bleeseri,(Blakely) K.D. Hill & L.A.S. Johnson,Myrtaceae,tropicos, ,
Eucalyptus conferiflora,Eucalyptus confertiflora,,0.99,Synonym,Corymbia confertiflora,(Kippist ex F. Muell.) K.D. Hill & L.A.S. Johnson,Myrtaceae,tropicos, ,
Grevillea pyramidalis,Grevillea pyramidalis,,1,No opinion,,,,tropicos, ,
Lysiphyllum cunninghamii,Lysiphyllum cunninghamii,,1,Accepted,Lysiphyllum cunninghamii,(Benth.) de Wit,Fabaceae,tropicos, ,
Petalostigma quadriloculare,Petalostigma quadriloculare,,1,No opinion,,,,tropicos, ,
Acacia holosericea,Acacia holosericea,,1,Accepted,Acacia holosericea,A. Cunn. ex G. Don,Fabaceae,tropicos;usda, ,
Carissa lanceolata,Carissa lanceolata,,1,Synonym,Carissa spinarum,L.,Apocynaceae,tropicos, ,
Eucalyptus brevifolia,Eucalyptus brevifolia,,1,No opinion,,,,tropicos, ,
Eucalyptus pruinosa,Eucalyptus pruinosa,,1,Illegitimate,,,,tropicos, ,
Eucalyptus terminalis,Eucalyptus terminalis,,1,Synonym,Corymbia terminalis,(F. Muell.) K.D. Hill & L.A.S. Johnson,Myrtaceae,tropicos;usda, ,
Hakea arborescens,Hakea,,0.5,No opinion,,,,tropicos, [Partial match] ,
Melaleuca sp,Melaleuca,,0.9,Accepted,Melaleuca,L.,Myrtaceae,tropicos, ,
Cycas armstrongii,Cycas armstrongii,,1,No opinion,,,,tropicos, ,
Eucalyptus nesophilla,Eucalyptus nesophila,,0.98,Synonym,Corymbia nesophila,(Blakely) K.D. Hill & L.A.S. Johnson,Myrtaceae,tropicos;usda, ,
Persoonia falcata,Persoonia falcata,,1,No opinion,,,,tropicos, ,
Grevillea dimidiata,Grevillea dimidiata,,1,No opinion,,,,tropicos, ,
Hakea leucoptera,Hakea,,0.5,No opinion,,,,tropicos, [Partial match] ,
Terminalia arostrata,Terminalia,,0.5,Accepted,Terminalia,L.,Combretaceae,tropicos, [Partial match] ,
Terminalia canescens,Terminalia canescens,,1,Illegitimate,,,,tropicos, ,
Ventilago viminalis,Ventilago,,0.5,Accepted,Ventilago,Gaertn.,Rhamnaceae,tropicos, [Partial match] ,
Agrimonia gryposepala,Agrimonia gryposepala,,1,Accepted,Agrimonia gryposepala,Wallr.,Rosaceae,tropicos;usda, ,
Asclepias syriaca,Asclepias syriaca,,1,Accepted,Asclepias syriaca,L.,Apocynaceae,tropicos;usda, ,
Aster acuminatus,Aster acuminatus,,1,Synonym,Oclemena acuminata,(Michx.) Greene,Asteraceae,tropicos;gcc;usda, ,
Brassica oleracea,Brassica oleracea,,1,Accepted,Brassica oleracea,L.,Brassicaceae,tropicos;usda, ,
Centaurea nigra,Centaurea nigra,,1,Accepted,Centaurea nigra,L.,Asteraceae,tropicos;gcc;usda, ,
Epilobium glandulosum,Epilobium glandulosum,,1,Accepted,Epilobium glandulosum,Lehm.,Onagraceae,tropicos, ,
Epipactis helleborine,Epipactis helleborine,,1,Accepted,Epipactis helleborine,(L.) Crantz,Orchidaceae,tropicos;usda, ,
Erigeron strigosus,Erigeron strigosus,,1,Accepted,Erigeron strigosus,Muhl. ex Willd.,Asteraceae,tropicos;gcc;usda, ,
Galeopsis tetrahit,Galeopsis tetrahit,,1,Accepted,Galeopsis tetrahit,L.,Lamiaceae,tropicos;usda, ,
Hieracium scabrum,Hieracium scabrum,,1,Accepted,Hieracium scabrum,Michx.,Asteraceae,tropicos;gcc;usda, ,
Hypericum perforatum,Hypericum perforatum,,1,Accepted,Hypericum perforatum,L.,Hypericaceae,tropicos;usda, ,
Impatiens capensis,Impatiens capensis,,1,Accepted,Impatiens capensis,Meerb.,Balsaminaceae,tropicos;usda, ,
Lobelia inflata,Lobelia inflata,,1,Accepted,Lobelia inflata,L.,Campanulaceae,tropicos;usda, ,
Lythrum salicaria,Lythrum salicaria,,1,Accepted,Lythrum salicaria,L.,Lythraceae,tropicos;usda, ,
Maianthemum canadense,Maianthemum canadense,,1,Accepted,Maianthemum canadense,Desf.,Asparagaceae,tropicos;usda, ,
Melilotus alba,Melilotus alba,,1,Synonym,Melilotus officinalis,(L.) Lam.,Fabaceae,usda, ,
Oenothera blennis,Oenothera biennis,,0.98,Accepted,Oenothera biennis,L.,Onagraceae,tropicos;usda, ,
Oenothera perennis,Oenothera perennis,,1,Accepted,Oenothera perennis,L.,Onagraceae,tropicos;usda, ,
Oxalis stricta,Oxalis stricta,,1,Accepted,Oxalis stricta,L.,Oxalidaceae,tropicos;usda, ,
Plantago major,Plantago major,,1,Accepted,Plantago major,L.,Plantaginaceae,tropicos;usda, ,
Polygonum persicaria,Polygonum persicaria,,1,Illegitimate,,,,tropicos, ,
Potentilla simplex,Potentilla simplex,,1,Accepted,Potentilla simplex,Michx.,Rosaceae,tropicos;usda, ,
Prunella vulgaris,Prunella vulgaris,,1,Accepted,Prunella vulgaris,L.,Lamiaceae,tropicos;usda, ,
Pyrola elliptica,Pyrola elliptica,,1,Accepted,Pyrola elliptica,Nutt.,Ericaceae,tropicos;usda, ,
Rudbeckia hirta,Rudbeckia hirta,,1,Accepted,Rudbeckia hirta,L.,Asteraceae,tropicos;gcc;usda, ,
Solidago canadensis,Solidago canadensis,,1,Accepted,Solidago canadensis,L.,Asteraceae,tropicos;gcc;usda, ,
Sonchus arvensis,Sonchus arvensis,,1,Accepted,Sonchus arvensis,L.,Asteraceae,tropicos;gcc;usda, ,
Spiraea tomentosa,Spiraea tomentosa,,1,Accepted,Spiraea tomentosa,L.,Rosaceae,tropicos;usda, ,
Veronica officinalis,Veronica officinalis,,1,Accepted,Veronica officinalis,L.,Plantaginaceae,tropicos;usda, ,
Betula populifolia,Betula populifolia,,1,Accepted,Betula populifolia,Marshall,Betulaceae,tropicos, ,
Betula pumila,Betula pumila,,1,Accepted,Betula pumila,L.,Betulaceae,tropicos;usda, ,
Comptonia peregrina,Comptonia peregrina,,1,Accepted,Comptonia peregrina,(L.) J.M. Coult.,Myricaceae,tropicos;usda, ,
Gaylussacia baccata,Gaylussacia baccata,,1,Accepted,Gaylussacia baccata,(Wangenh.) K. Koch,Ericaceae,tropicos;usda, ,
Kalmia angustifolia,Kalmia angustifolia,,1,Accepted,Kalmia angustifolia,L.,Ericaceae,tropicos;usda, ,
Kalmia polifolia,Kalmia polifolia,,1,Accepted,Kalmia polifolia,Wangenh.,Ericaceae,tropicos;usda, ,
Ledum groenlandicum,Ledum groenlandicum,,1,Accepted,Ledum groenlandicum,Oeder,Ericaceae,tropicos;usda, ,
Nemopanthus mucronata,Nemopanthus mucronatus,,0.96,Accepted,Nemopanthus mucronatus,(L.) Trel.,Aquifoliaceae,tropicos, ,
Rubus hispidus,Rubus hispidus,,1,Accepted,Rubus hispidus,L.,Rosaceae,tropicos;usda, ,
Salix fragilis,Salix fragilis,,1,No opinion,,,,tropicos, ,
Spiraea alba,Spiraea alba,,1,Accepted,Spiraea alba,Du Roi,Rosaceae,tropicos;usda, ,
Vaccinium myrtilLoides,Vaccinium myrtilloides,Michx.,0.8,Accepted,Vaccinium myrtilloides,Michx.,Ericaceae,tropicos;usda, ,
Viburnum cassinoides,Viburnum cassinoides,,1,Accepted,Viburnum cassinoides,L.,Adoxaceae,tropicos, ,
Beureria cumanensis,Beureria cumanensis,,1,Invalid,Bourreria cumanensis,(Loefl.) O.E. Schulz,Boraginaceae,tropicos, ,
Capparis verrucosa,Capparis verrucosa,,1,Synonym,Cynophalla verrucosa,(Jacq.) J. Presl,Capparaceae,tropicos, ,
Capparis aristiguetae,Capparis,,0.5,Accepted,Capparis,L.,Capparaceae,tropicos, [Partial match] ,
Coursetia arborea,Coursetia arborea,,1,Synonym,Coursetia ferruginea,(Kunth) Lavin,Fabaceae,tropicos, ,
