"Code","Dataset","BIOME","Genus","Species","GF","Decid.E.green","Needle.Broad.lf","C3C4","N2.fixer","log.LL","log.LMA","log.Nmass","log.Narea","log.Pmass","log.Parea","log.Amass","log.Aarea","log.Gs","log.Rdmass","log.Rdarea","Ca...Ci","Angio"
1584,"Pyankov_Tadjikistan_Tadjikistan_high","DESERT","Elymus","nutans","G","","B","","",NA,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1585,"Pyankov_Tadjikistan_Tadjikistan_high","DESERT","Ephedra","regeliana","S","","","","",NA,1.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
1586,"Pyankov_Tadjikistan_Tadjikistan_high","DESERT","Gentiana","karelinii","H","","","","",NA,1.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1587,"Pyankov_Tadjikistan_Tadjikistan_high","DESERT","Gentiana","leucomelaena","H","","","","",NA,1.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1588,"Pyankov_Tadjikistan_Tadjikistan_high","DESERT","Glaux","maritima","H","","","","",NA,1.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1589,"Pyankov_Tadjikistan_Tadjikistan_high","DESERT","Gypsophila","capituliflora","H","","","","",NA,2.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1590,"Pyankov_Tadjikistan_Tadjikistan_high","DESERT","Halerpestes","sarmentosa","H","","","","",NA,1.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1591,"Pyankov_Tadjikistan_Tadjikistan_high","DESERT","Hedysarum","minjanense","H","","","","",NA,1.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1592,"Pyankov_Tadjikistan_Tadjikistan_high","DESERT","Hordeum","turkestanicum","G","","B","","",NA,1.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1593,"Pyankov_Tadjikistan_Tadjikistan_high","DESERT","Knorringia","pamiricum","H","","","","",NA,2.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1594,"Pyankov_Tadjikistan_Tadjikistan_high","DESERT","Kobresia","capilliformis","G","","","","",NA,1.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1595,"Pyankov_Tadjikistan_Tadjikistan_high","DESERT","Krascheninnikovia","ceratoides","S","","","","",NA,1.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1596,"Pyankov_Tadjikistan_Tadjikistan_high","DESERT","Leymus","pubescens","G","","B","","",NA,1.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1597,"Pyankov_Tadjikistan_Tadjikistan_high","DESERT","Ligularia","alpigena","H","","","","",NA,1.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1598,"Pyankov_Tadjikistan_Tadjikistan_high","DESERT","Lindelofia","pterocarpa","H","","","","",NA,1.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1599,"Pyankov_Tadjikistan_Tadjikistan_high","DESERT","Lomatocarpa","albomarginata","H","","","","",NA,1.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1600,"Pyankov_Tadjikistan_Tadjikistan_high","DESERT","Macrotomia","euchroma","H","","","","",NA,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1601,"Pyankov_Tadjikistan_Tadjikistan_high","DESERT","Myricaria","squamosa","S","","","","",NA,2.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1602,"Pyankov_Tadjikistan_Tadjikistan_high","DESERT","Oxytropis","chiliophylla","H","","","","",NA,1.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1603,"Pyankov_Tadjikistan_Tadjikistan_high","DESERT","Oxytropis","globiflora","H","","","","",NA,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1604,"Pyankov_Tadjikistan_Tadjikistan_high","DESERT","Parnassia","laxmannii","H","","","","",NA,1.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1605,"Pyankov_Tadjikistan_Tadjikistan_high","DESERT","Pedicularis","ludwigii","H","","","","",NA,1.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1606,"Pyankov_Tadjikistan_Tadjikistan_high","DESERT","Pentaphylloides","dryadanthoides","S","","","","",NA,1.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1607,"Pyankov_Tadjikistan_Tadjikistan_high","DESERT","Plantago","arachnoidea","H","","","","",NA,1.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1608,"Pyankov_Tadjikistan_Tadjikistan_high","DESERT","Potentilla","anserina","H","","B","C3","N",NA,1.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1609,"Pyankov_Tadjikistan_Tadjikistan_high","DESERT","Potentilla","malacotricha","H","","","","",NA,1.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1610,"Pyankov_Tadjikistan_Tadjikistan_high","DESERT","Potentilla","moorcroftii","H","","","","",NA,2.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1611,"Pyankov_Tadjikistan_Tadjikistan_high","DESERT","Potentilla","multifida","H","","","","",NA,2.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1612,"Pyankov_Tadjikistan_Tadjikistan_high","DESERT","Primula","algida","H","","","","",NA,2.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1613,"Pyankov_Tadjikistan_Tadjikistan_high","DESERT","Primula","pamirica","H","","","","",NA,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1614,"Pyankov_Tadjikistan_Tadjikistan_high","DESERT","Pyrethrum","djilgense","H","","","","",NA,2.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1615,"Pyankov_Tadjikistan_Tadjikistan_high","DESERT","Ranunculus","krasnovii","H","","","","",NA,1.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1616,"Pyankov_Tadjikistan_Tadjikistan_high","DESERT","Ranunculus","pseudohirculus","H","","","","",NA,1.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1617,"Pyankov_Tadjikistan_Tadjikistan_high","DESERT","Saussurea","salsa","H","","","","",NA,1.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1618,"Pyankov_Tadjikistan_Tadjikistan_high","DESERT","Scrophularia","pamirica","H","","","","",NA,1.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1619,"Pyankov_Tadjikistan_Tadjikistan_high","DESERT","Senecio","krascheninnikovii","H","","","","",NA,1.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1620,"Pyankov_Tadjikistan_Tadjikistan_high","DESERT","Serratula","procumbens","H","","","","",NA,1.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1621,"Pyankov_Tadjikistan_Tadjikistan_high","DESERT","Silene","graminifolia","H","","","","",NA,1.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1622,"Pyankov_Tadjikistan_Tadjikistan_high","DESERT","Stellaria","winkleri","H","","","","",NA,1.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1623,"Pyankov_Tadjikistan_Tadjikistan_high","DESERT","Stipa","orientalis","G","","","","",NA,1.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1624,"Pyankov_Tadjikistan_Tadjikistan_high","DESERT","Suaeda","olufsenii","H","","","","",NA,2.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1625,"Pyankov_Tadjikistan_Tadjikistan_high","DESERT","Taraxacum","dissectum","H","","","","",NA,1.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1626,"Pyankov_Tadjikistan_Tadjikistan_high","DESERT","Taraxacum","leucantum","H","","","","",NA,1.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1627,"Pyankov_Tadjikistan_Tadjikistan_high","DESERT","Viola","tianschanica","H","","","","",NA,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1628,"Pyankov_Tadjikistan_Tadjikistan_high","DESERT","Zygophyllum","rosowii","H","","","","",NA,2.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1629,"Pyankov_Tadjikistan_Tadjikistan_higher","DESERT","Androsace","akbaitalensis","H","","","","",NA,1.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1630,"Pyankov_Tadjikistan_Tadjikistan_higher","DESERT","Bistorta","viviparum","H","","","","",NA,1.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1631,"Pyankov_Tadjikistan_Tadjikistan_higher","DESERT","Clematis","tangutica","S","","","","",NA,1.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1632,"Pyankov_Tadjikistan_Tadjikistan_higher","DESERT","Draba","korshinskyi","H","","","","",NA,1.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1633,"Pyankov_Tadjikistan_Tadjikistan_higher","DESERT","Draba","pamirica","H","","","","",NA,1.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1634,"Pyankov_Tadjikistan_Tadjikistan_higher","DESERT","Dracocephalum","paulsenii","H","","","","",NA,1.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1635,"Pyankov_Tadjikistan_Tadjikistan_higher","DESERT","Erigeron","heterochaeta","H","","","","",NA,1.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1636,"Pyankov_Tadjikistan_Tadjikistan_higher","DESERT","Erigeron","poncinsii","H","","","","",NA,1.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1637,"Pyankov_Tadjikistan_Tadjikistan_higher","DESERT","Lloydia","serotina","H","","","","",NA,2.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1638,"Pyankov_Tadjikistan_Tadjikistan_higher","DESERT","Oxygraphis","glacialis","H","","","","",NA,1.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1639,"Pyankov_Tadjikistan_Tadjikistan_higher","DESERT","Oxyria","digyna","H","D","B","C3","N",NA,1.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1640,"Pyankov_Tadjikistan_Tadjikistan_higher","DESERT","Oxytropis","incanescens","H","","","","",NA,2.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1641,"Pyankov_Tadjikistan_Tadjikistan_higher","DESERT","Papaver","involucratum","H","","","","",NA,1.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1642,"Pyankov_Tadjikistan_Tadjikistan_higher","DESERT","Primula","macrophylla","H","","","","",NA,2.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1643,"Pyankov_Tadjikistan_Tadjikistan_higher","DESERT","Rheum","spiciforme","H","","","","",NA,2.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1644,"Pyankov_Tadjikistan_Tadjikistan_higher","DESERT","Rhodiola","gelida","H","","","","",NA,1.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1645,"Pyankov_Tadjikistan_Tadjikistan_higher","DESERT","Rhodiola","pamiroalaica","H","","","","",NA,1.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1646,"Pyankov_Tadjikistan_Tadjikistan_higher","DESERT","Saxifraga","hirculus","H","","","","",NA,1.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1647,"Pyankov_Tadjikistan_Tadjikistan_higher","DESERT","Sibbaldia","tetrandra","H","","","","",NA,1.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1648,"Pyankov_Tadjikistan_Tadjikistan_higher","DESERT","Smelowskia","pectinata","H","","","","",NA,1.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1649,"Pyankov_Tadjikistan_Tadjikistan_higher","DESERT","Swertia","marginata","H","","","","",NA,1.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1650,"Pyankov_Tadjikistan_Tadjikistan_higher","DESERT","Valeriana","fedtschenkoi","H","","","","",NA,1.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1651,"Pyankov_Tadjikistan_Tadjikistan_highest","DESERT","Calamagrostis","anthoxanthoides","G","","B","","",NA,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1652,"Pyankov_Tadjikistan_Tadjikistan_highest","DESERT","Carex","melanantha","G","","","","",NA,1.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1653,"Pyankov_Tadjikistan_Tadjikistan_highest","DESERT","Carex","stenocarpa","G","","","","",NA,1.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1654,"Pyankov_Tadjikistan_Tadjikistan_highest","DESERT","Chenopodium","foliosum","H","","","","",NA,1.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1655,"Pyankov_Tadjikistan_Tadjikistan_highest","DESERT","Geranium","himalayense","H","","","","",NA,1.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1656,"Pyankov_Tadjikistan_Tadjikistan_highest","DESERT","Leontopodium","ochroleucum","H","","","","",NA,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1657,"Pyankov_Tadjikistan_Tadjikistan_highest","DESERT","Lonicera","semenovii","S","","","","",NA,1.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1658,"Pyankov_Tadjikistan_Tadjikistan_highest","DESERT","Potentilla","pamirica","H","","","","",NA,2.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1659,"Pyankov_Tadjikistan_Tadjikistan_highest","DESERT","Ranunculus","rufosepalus","H","","","","",NA,1.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1660,"Pyankov_Tadjikistan_Tadjikistan_highest","DESERT","Rhodiola","heterodonta","H","","","","",NA,2.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1661,"Pyankov_Tadjikistan_Tadjikistan_highest","DESERT","Sophiopsis","annua","H","","","","",NA,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1662,"Pyankov_Urals_Yekaterinburg","BOREAL","Impatiens","noli-tangere","H","","","","N",NA,1.16,0.6,-0.242,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1663,"Pyankov_Urals_Yekaterinburg","BOREAL","Capsella","bursa-pastoris","H","","","","N",NA,1.39,0.637,0.062,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1664,"Pyankov_Urals_Yekaterinburg","BOREAL","Lepidium","ruderale","H","","","","N",NA,1.7,0.604,0.309,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1665,"Pyankov_Urals_Yekaterinburg","BOREAL","Thlaspi","arvense","H","","","","N",NA,1.61,0.606,0.213,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1666,"Pyankov_Urals_Yekaterinburg","BOREAL","Spergula","arvensis","H","","","","N",NA,1.95,0.471,0.322,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1667,"Pyankov_Urals_Yekaterinburg","BOREAL","Stellaria","media","H","","","","N",NA,1.49,0.597,-0.391,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1668,"Pyankov_Urals_Yekaterinburg","BOREAL","Chenopodium","album","H","","B","C3","N",NA,1.24,0.647,0.15,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1669,"Pyankov_Urals_Yekaterinburg","BOREAL","Fumaria","officinalis","H","","","","N",NA,1.36,0.693,0.056,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1670,"Pyankov_Urals_Yekaterinburg","BOREAL","Erodium","cicutarium","H","","","","N",NA,1.26,0.294,-0.056,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1671,"Pyankov_Urals_Yekaterinburg","BOREAL","Polygonum","aviculare","H","","","","N",NA,1.47,0.691,0.164,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1672,"Pyankov_Urals_Yekaterinburg","BOREAL","Melampyrum","pratense","H","","","","N",NA,1.69,0.52,0.206,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1673,"Pyankov_Urals_Yekaterinburg","BOREAL","Spergularia","rubra","H","","","","N",NA,1.91,0.433,0.342,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1674,"Pyankov_Urals_Yekaterinburg","BOREAL","Leucanthemum","vulgare","H","","","","N",NA,1.48,0.34,-0.032,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1675,"Pyankov_Urals_Yekaterinburg","BOREAL","Campanula","sibirica","H","","","","N",NA,1.93,0.233,0.065,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1676,"Pyankov_Urals_Yekaterinburg","BOREAL","Hyoscyamus","niger","H","","","","N",NA,1.25,0.732,0.283,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1677,"Pyankov_Urals_Yekaterinburg","BOREAL","Aegopodium","podagraria","H","","","","N",NA,1.52,0.611,0.129,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1678,"Pyankov_Urals_Yekaterinburg","BOREAL","Vincetoxicum","hirundinaria","H","","","","N",NA,1.51,0.648,-0.011,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1679,"Pyankov_Urals_Yekaterinburg","BOREAL","Antennaria","dioica","H","","","","N",NA,1.6,0.164,-0.101,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1680,"Pyankov_Urals_Yekaterinburg","BOREAL","Anthemis","tinctoria","H","","","","N",NA,1.88,0.279,0.154,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1681,"Pyankov_Urals_Yekaterinburg","BOREAL","Arctium","tomentosum","H","","","","N",NA,1.3,0.675,0.127,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1682,"Pyankov_Urals_Yekaterinburg","BOREAL","Artemisia","absinthium","H","","","","N",NA,1.38,0.344,0.069,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1683,"Pyankov_Urals_Yekaterinburg","BOREAL","Artemisia","vulgaris","H","","","","N",NA,1.53,0.367,-0.092,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1684,"Pyankov_Urals_Yekaterinburg","BOREAL","Aster","amellus","H","","","","N",NA,1.99,0.324,0.315,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1685,"Pyankov_Urals_Yekaterinburg","BOREAL","Cacalia","hastata","H","","","","N",NA,1.27,0.613,-0.046,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1686,"Pyankov_Urals_Yekaterinburg","BOREAL","Cirsium","arvense","H","","","","N",NA,1.58,0.288,0.034,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1687,"Pyankov_Urals_Yekaterinburg","BOREAL","Echinops","ritro","H","D","B","C3","N",NA,2.08,0.162,0.254,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1688,"Pyankov_Urals_Yekaterinburg","BOREAL","Inula","hirta","H","","","","N",NA,1.67,0.45,0.249,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1689,"Pyankov_Urals_Yekaterinburg","BOREAL","Tanacetum","vulgare","H","","B","C3","N",NA,1.63,0.381,0.097,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1690,"Pyankov_Urals_Yekaterinburg","BOREAL","Myosotis","palustris","H","","","","N",NA,1.4,0.338,-0.387,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1691,"Pyankov_Urals_Yekaterinburg","BOREAL","Onobrychis","arenaria","H","","","","N",NA,2.05,0.449,0.186,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1692,"Pyankov_Urals_Yekaterinburg","BOREAL","Bunias","orientalis","H","","","","N",NA,1.62,0.713,0.33,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1693,"Pyankov_Urals_Yekaterinburg","BOREAL","Dianthus","acicularis","H","","","","N",NA,1.85,0.326,-0.277,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1694,"Pyankov_Urals_Yekaterinburg","BOREAL","Dianthus","versicolor","H","","","","N",NA,1.75,0.313,0.165,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1695,"Pyankov_Urals_Yekaterinburg","BOREAL","Sedum","acre","H","","","","N",NA,2.3,0.181,0.482,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1696,"Pyankov_Urals_Yekaterinburg","BOREAL","Sedum","purpureum","H","","","","N",NA,1.81,0.396,0.828,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1697,"Pyankov_Urals_Yekaterinburg","BOREAL","Knautia","arvensis","H","","","","N",NA,1.59,0.332,-0.071,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1698,"Pyankov_Urals_Yekaterinburg","BOREAL","Lathyrus","vernus","H","","","","Y",NA,1.3,0.653,0.105,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1699,"Pyankov_Urals_Yekaterinburg","BOREAL","Lupinus","polyphyllus","H","","","","Y",NA,1.5,0.474,-0.023,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1700,"Pyankov_Urals_Yekaterinburg","BOREAL","Origanum","vulgare","H","","","","Y",NA,1.69,0.25,0.001,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1701,"Pyankov_Urals_Yekaterinburg","BOREAL","Trifolium","pratense","H","","B","C3","Y",NA,1.59,0.568,0.207,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1702,"Pyankov_Urals_Yekaterinburg","BOREAL","Trifolium","repens","H","","B","C3","Y",NA,1.55,0.559,0.111,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1703,"Pyankov_Urals_Yekaterinburg","BOREAL","Herniaria","glabra","H","","","","N",NA,2.04,0.316,0.421,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1704,"Pyankov_Urals_Yekaterinburg","BOREAL","Betonica","officinalis","H","","","","N",NA,1.51,0.408,0.027,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1705,"Pyankov_Urals_Yekaterinburg","BOREAL","Glechoma","hederaceae","H","","","","N",NA,1.34,0.719,0.056,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1706,"Pyankov_Urals_Yekaterinburg","BOREAL","Chamaenerion","angustifolium","H","","B","C3","N",NA,1.56,0.521,0.078,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1707,"Pyankov_Urals_Yekaterinburg","BOREAL","Plantago","media","H","","","","N",NA,1.58,0.262,-0.066,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1708,"Pyankov_Urals_Yekaterinburg","BOREAL","Polygala","sibirica","H","","","","N",NA,1.84,0.267,0.108,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1709,"Pyankov_Urals_Yekaterinburg","BOREAL","Polygala","vulgaris","H","","","","N",NA,1.83,0.376,0.184,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1710,"Pyankov_Urals_Yekaterinburg","BOREAL","Polygonum","bistorta","H","","B","C3","N",NA,1.38,0.321,-0.299,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1711,"Pyankov_Urals_Yekaterinburg","BOREAL","Rumex","acetosella","H","","","","N",NA,1.83,0.225,0.055,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1712,"Pyankov_Urals_Yekaterinburg","BOREAL","Trientalis","europaea","H","","","","N",NA,1.35,0.56,0.012,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1713,"Pyankov_Urals_Yekaterinburg","BOREAL","Adonis","vernalis","H","","","","N",NA,1.84,0.449,0.289,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1714,"Pyankov_Urals_Yekaterinburg","BOREAL","Anemone","sylvestris","H","","","","N",NA,1.71,0.373,0.07,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1715,"Pyankov_Urals_Yekaterinburg","BOREAL","Aquilegia","vulgaris","H","","","","N",NA,1.53,0.365,-0.104,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1716,"Pyankov_Urals_Yekaterinburg","BOREAL","Caltha","palustris","H","","B","C3","N",NA,1.45,0.632,-0.067,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1717,"Pyankov_Urals_Yekaterinburg","BOREAL","Thalictrum","simplex","H","","","","N",NA,1.64,0.4,-0.039,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1718,"Pyankov_Urals_Yekaterinburg","BOREAL","Trollius","europaeus","H","","B","C3","N",NA,1.63,0.62,0.254,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1719,"Pyankov_Urals_Yekaterinburg","BOREAL","Filipendula","ulmaria","H","","B","C3","N",NA,1.73,0.272,-0.127,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1720,"Pyankov_Urals_Yekaterinburg","BOREAL","Filipendula","vulgaris","H","","","","N",NA,1.67,0.279,-0.17,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1721,"Pyankov_Urals_Yekaterinburg","BOREAL","Fragaria","vesca","H","","","","N",NA,1.41,0.302,-0.22,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1722,"Pyankov_Urals_Yekaterinburg","BOREAL","Fragaria","viridis","H","","","","N",NA,1.71,0.262,-0.165,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1723,"Pyankov_Urals_Yekaterinburg","BOREAL","Potentilla","erecta","H","","","","N",NA,1.51,0.348,-0.301,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1724,"Pyankov_Urals_Yekaterinburg","BOREAL","Sanguisorba","officinalis","H","","","","N",NA,1.48,0.276,-0.314,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1725,"Pyankov_Urals_Yekaterinburg","BOREAL","Galium","boreale","H","","","","N",NA,1.83,0.312,0.145,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1726,"Pyankov_Urals_Yekaterinburg","BOREAL","Galium","mollugo","H","","","","N",NA,1.41,0.469,-0.224,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1727,"Pyankov_Urals_Yekaterinburg","BOREAL","Galium","verum","H","","","","N",NA,1.53,0.147,-0.324,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1728,"Pyankov_Urals_Yekaterinburg","BOREAL","Chrysosplenium","alternifolium","H","","","","N",NA,1.26,0.376,-0.323,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1729,"Pyankov_Urals_Yekaterinburg","BOREAL","Digitalis","grandiflora","H","","","","N",NA,1.52,0.334,-0.255,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1730,"Pyankov_Urals_Yekaterinburg","BOREAL","Verbascum","thapsus","H","","","","N",NA,1.47,0.443,-0.058,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1731,"Pyankov_Urals_Yekaterinburg","BOREAL","Veronica","chamaedrys","H","","B","C3","N",NA,1.51,0.248,-0.377,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1732,"Pyankov_Urals_Yekaterinburg","BOREAL","Veronica","longifolia","H","","","","N",NA,1.8,0.242,-0.072,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
